s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 6.9300293E+001, 6.2074000E+002, 0.0000000E+000,-1.6492188E+002,-3.9629900E+002,-3.1799582E+001,-2.9767286E-002, 0.0000000E+000, 0.0000000E+000, 2.8846184E+001, 2.7689772E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.9600601E+001, 6.2172663E+002, 0.0000000E+000,-1.7306460E+002,-4.0454445E+002,-3.4052320E+001,-3.0338183E-002, 0.0000000E+000, 0.0000000E+000, 1.0374839E+001, 1.0034917E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.9905533E+001, 6.5688944E+002, 0.0000000E+000,-1.7296714E+002,-4.2700696E+002,-3.3617374E+001,-2.9700808E-002, 0.0000000E+000, 0.0000000E+000, 2.2650727E+001, 2.3268263E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.0201958E+001, 6.0425838E+002, 0.0000000E+000,-1.6182517E+002,-4.2576160E+002,-3.2519355E+001,-3.0667203E-002, 0.0000000E+000, 0.0000000E+000,-1.6680422E+001,-1.5878418E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.0500153E+001, 5.8425234E+002, 0.0000000E+000,-1.5905623E+002,-4.3416723E+002,-3.2133633E+001,-2.9103388E-002, 0.0000000E+000, 0.0000000E+000,-3.8207896E+001,-4.1133848E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.0803520E+001, 6.2681948E+002, 0.0000000E+000,-1.6934967E+002,-4.9484969E+002,-3.3131123E+001,-2.9951537E-002, 0.0000000E+000, 0.0000000E+000,-7.3909325E+001,-7.0540953E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.1102997E+001, 7.0547716E+002, 0.0000000E+000,-1.8716588E+002,-4.1274935E+002,-3.2954647E+001,-3.0717253E-002, 0.0000000E+000, 0.0000000E+000, 7.2030752E+001, 7.2576567E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.1402832E+001, 5.8291551E+002, 0.0000000E+000,-1.5740357E+002,-4.0395610E+002,-3.5288458E+001,-2.9600379E-002, 0.0000000E+000, 0.0000000E+000,-1.1187362E+001,-1.3762226E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.1704155E+001, 6.0505917E+002, 0.0000000E+000,-1.6481733E+002,-4.3923066E+002,-3.6266006E+001,-2.9365525E-002, 0.0000000E+000, 0.0000000E+000,-3.8578874E+001,-3.5284191E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.2007271E+001, 6.4211168E+002, 0.0000000E+000,-1.6963198E+002,-4.3363920E+002,-3.0709344E+001,-2.9944154E-002, 0.0000000E+000, 0.0000000E+000, 8.2729713E+000, 8.1012195E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.2302383E+001, 6.0473437E+002, 0.0000000E+000,-1.6168946E+002,-4.1833562E+002,-3.1708143E+001,-3.0700216E-002, 0.0000000E+000, 0.0000000E+000,-5.9297138E+000,-7.0295567E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.2601738E+001, 6.6301831E+002, 0.0000000E+000,-1.7670317E+002,-4.2858844E+002,-3.4238414E+001,-3.2143555E-002, 0.0000000E+000, 0.0000000E+000, 2.2029163E+001, 2.3456137E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.2905952E+001, 6.1651503E+002, 0.0000000E+000,-1.6094236E+002,-4.2504447E+002,-3.1086435E+001,-3.0987375E-002, 0.0000000E+000, 0.0000000E+000,-9.5534812E-001,-5.8923569E-001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.3205093E+001, 5.9897858E+002, 0.0000000E+000,-1.5585978E+002,-3.7533872E+002,-3.2046042E+001,-3.0198091E-002, 0.0000000E+000, 0.0000000E+000, 3.4593896E+001, 3.5703839E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.3503220E+001, 6.8361150E+002, 0.0000000E+000,-1.7657521E+002,-4.5056112E+002,-3.2910891E+001,-3.1274449E-002, 0.0000000E+000, 0.0000000E+000, 2.2982206E+001, 2.3533005E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.3803352E+001, 6.0240836E+002, 0.0000000E+000,-1.6798003E+002,-3.9599061E+002,-3.0083257E+001,-3.0555460E-002, 0.0000000E+000, 0.0000000E+000, 1.0691016E+001, 8.3239094E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.4104408E+001, 5.6216034E+002, 0.0000000E+000,-1.4953642E+002,-4.6060789E+002,-3.2170993E+001,-2.9254679E-002, 0.0000000E+000, 0.0000000E+000,-7.9992447E+001,-8.0184217E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.4403152E+001, 6.3090947E+002, 0.0000000E+000,-1.7478025E+002,-4.4917391E+002,-3.0663666E+001,-2.9865661E-002, 0.0000000E+000, 0.0000000E+000,-2.5808807E+001,-2.3738224E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.4702011E+001, 6.3928980E+002, 0.0000000E+000,-1.7132025E+002,-4.0556243E+002,-3.3493557E+001,-3.0212297E-002, 0.0000000E+000, 0.0000000E+000, 2.7592057E+001, 2.8883345E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.5002464E+001, 6.7840406E+002, 0.0000000E+000,-1.8548792E+002,-4.0210907E+002,-3.6277545E+001,-3.1302040E-002, 0.0000000E+000, 0.0000000E+000, 5.4143283E+001, 5.4498229E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.5300606E+001, 6.3249784E+002, 0.0000000E+000,-1.6106369E+002,-4.0782423E+002,-3.5780705E+001,-3.0193751E-002, 0.0000000E+000, 0.0000000E+000, 2.9569494E+001, 2.7799026E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.5608322E+001, 6.2482591E+002, 0.0000000E+000,-1.6928571E+002,-4.0875719E+002,-3.4357426E+001,-3.0405007E-002, 0.0000000E+000, 0.0000000E+000, 9.5745230E+000, 1.2395180E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.5902573E+001, 6.0930589E+002, 0.0000000E+000,-1.5845414E+002,-4.0936458E+002,-2.9203626E+001,-3.0795271E-002, 0.0000000E+000, 0.0000000E+000, 1.2650269E+001, 1.2252748E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.6201981E+001, 5.7993023E+002, 0.0000000E+000,-1.5416448E+002,-4.0969093E+002,-2.8257107E+001,-2.9348680E-002, 0.0000000E+000, 0.0000000E+000,-1.1727437E+001,-1.2211640E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.6505318E+001, 6.4824362E+002, 0.0000000E+000,-1.8360750E+002,-4.5315155E+002,-3.0605246E+001,-3.0002694E-002, 0.0000000E+000, 0.0000000E+000,-2.1529834E+001,-1.9150680E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.6805183E+001, 6.0375975E+002, 0.0000000E+000,-1.6094570E+002,-4.4037680E+002,-2.9667317E+001,-3.1155858E-002, 0.0000000E+000, 0.0000000E+000,-2.7262748E+001,-2.7261220E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.7102737E+001, 6.8404902E+002, 0.0000000E+000,-1.8108386E+002,-4.9241247E+002,-3.0585627E+001,-3.1505507E-002, 0.0000000E+000, 0.0000000E+000,-1.9179339E+001,-2.0064447E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.7406708E+001, 6.0076637E+002, 0.0000000E+000,-1.5976530E+002,-4.7237267E+002,-3.0401130E+001,-3.1454909E-002, 0.0000000E+000, 0.0000000E+000,-6.1774573E+001,-6.1804177E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.7707428E+001, 6.1152137E+002, 0.0000000E+000,-1.6353186E+002,-4.6880239E+002,-3.2819650E+001,-3.0774969E-002, 0.0000000E+000, 0.0000000E+000,-5.5017441E+001,-5.3663308E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.8002617E+001, 6.1911006E+002, 0.0000000E+000,-1.5441671E+002,-4.4705399E+002,-3.3374943E+001,-2.9923250E-002, 0.0000000E+000, 0.0000000E+000,-1.3711038E+001,-1.5765510E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.8303421E+001, 6.5287416E+002, 0.0000000E+000,-1.7441435E+002,-3.8948536E+002,-3.3104200E+001,-3.1348842E-002, 0.0000000E+000, 0.0000000E+000, 5.3270924E+001, 5.5838914E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.8600945E+001, 6.0058079E+002, 0.0000000E+000,-1.6036805E+002,-3.9013973E+002,-3.1339176E+001,-3.2134890E-002, 0.0000000E+000, 0.0000000E+000, 1.9318283E+001, 1.8701698E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.8901756E+001, 6.8927607E+002, 0.0000000E+000,-1.8153300E+002,-3.7614042E+002,-3.2373563E+001,-3.1330857E-002, 0.0000000E+000, 0.0000000E+000, 9.9346842E+001, 9.9197760E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.9205467E+001, 6.0114348E+002, 0.0000000E+000,-1.6396510E+002,-4.3069474E+002,-3.3151945E+001,-3.1262315E-002, 0.0000000E+000, 0.0000000E+000,-2.5494084E+001,-2.6699564E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.9504578E+001, 6.0187425E+002, 0.0000000E+000,-1.5874131E+002,-4.1015001E+002,-3.2713555E+001,-3.1104212E-002, 0.0000000E+000, 0.0000000E+000,-7.8480583E-001, 2.3827168E-001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 7.9805420E+001, 6.5200992E+002, 0.0000000E+000,-1.7165674E+002,-4.3301484E+002,-3.3596763E+001,-3.0937033E-002, 0.0000000E+000, 0.0000000E+000, 1.3417738E+001, 1.3710641E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.0103737E+001, 6.0323273E+002, 0.0000000E+000,-1.5722686E+002,-4.3077896E+002,-3.0687161E+001,-3.0892634E-002, 0.0000000E+000, 0.0000000E+000,-1.5740997E+001,-1.5491147E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.0402451E+001, 6.3905617E+002, 0.0000000E+000,-1.7149037E+002,-4.2545900E+002,-3.0339816E+001,-3.0265729E-002, 0.0000000E+000, 0.0000000E+000, 1.1148861E+001, 1.1736712E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.0706078E+001, 6.1415012E+002, 0.0000000E+000,-1.6303675E+002,-4.4345354E+002,-2.9557791E+001,-3.0920934E-002, 0.0000000E+000, 0.0000000E+000,-2.1757023E+001,-2.1928876E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.1006287E+001, 6.3746359E+002, 0.0000000E+000,-1.6595664E+002,-3.8320505E+002,-3.2034930E+001,-3.0201191E-002, 0.0000000E+000, 0.0000000E+000, 5.5175213E+001, 5.6236769E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.1304367E+001, 6.1372808E+002, 0.0000000E+000,-1.6482133E+002,-3.7337258E+002,-3.2370550E+001,-3.0636071E-002, 0.0000000E+000, 0.0000000E+000, 4.3419043E+001, 4.3132986E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.1600677E+001, 6.2850307E+002, 0.0000000E+000,-1.6916699E+002,-4.4034077E+002,-3.2436173E+001,-3.1375252E-002, 0.0000000E+000, 0.0000000E+000,-1.3906377E+001,-1.3472230E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.1900749E+001, 6.3530424E+002, 0.0000000E+000,-1.7303039E+002,-4.6193906E+002,-3.1452006E+001,-3.1165477E-002, 0.0000000E+000, 0.0000000E+000,-3.1047928E+001,-3.1148386E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.2202431E+001, 6.0037968E+002, 0.0000000E+000,-1.5901469E+002,-4.4287369E+002,-3.2623770E+001,-3.0187366E-002, 0.0000000E+000, 0.0000000E+000,-3.3407148E+001,-3.4162651E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.2506874E+001, 6.0924123E+002, 0.0000000E+000,-1.6635178E+002,-4.3562802E+002,-3.4936459E+001,-3.0437826E-002, 0.0000000E+000, 0.0000000E+000,-2.8812934E+001,-2.7705465E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.2800163E+001, 6.2282464E+002, 0.0000000E+000,-1.6345629E+002,-4.0144013E+002,-3.5090419E+001,-2.9228109E-002, 0.0000000E+000, 0.0000000E+000, 2.3848098E+001, 2.2808576E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.3105835E+001, 6.8611289E+002, 0.0000000E+000,-1.8607191E+002,-4.4760915E+002,-3.3605837E+001,-3.1985494E-002, 0.0000000E+000, 0.0000000E+000, 1.5354976E+001, 1.8794007E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.3402573E+001, 6.3584952E+002, 0.0000000E+000,-1.7254511E+002,-4.0623961E+002,-3.1700619E+001,-3.2325004E-002, 0.0000000E+000, 0.0000000E+000, 2.6675438E+001, 2.5331858E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.3701866E+001, 6.1490056E+002, 0.0000000E+000,-1.6598080E+002,-4.0782933E+002,-3.3170733E+001,-3.1875538E-002, 0.0000000E+000, 0.0000000E+000, 7.7418308E+000, 7.8878298E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.4003784E+001, 5.9033247E+002, 0.0000000E+000,-1.5647963E+002,-4.5018513E+002,-3.4681017E+001,-3.0727629E-002, 0.0000000E+000, 0.0000000E+000,-5.0495421E+001,-5.1044032E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.4306404E+001, 6.0205279E+002, 0.0000000E+000,-1.6128417E+002,-4.4939339E+002,-3.2882058E+001,-2.9877457E-002, 0.0000000E+000, 0.0000000E+000,-4.1634852E+001,-4.1536705E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.4605247E+001, 6.4407064E+002, 0.0000000E+000,-1.7433005E+002,-4.2643570E+002,-3.1748728E+001,-3.1707314E-002, 0.0000000E+000, 0.0000000E+000, 7.7614639E+000, 1.1524460E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.4907822E+001, 5.9726394E+002, 0.0000000E+000,-1.5229806E+002,-4.1385246E+002,-2.7785141E+001,-2.9341691E-002, 0.0000000E+000, 0.0000000E+000, 5.1703208E+000, 3.2989385E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.5203506E+001, 6.0118914E+002, 0.0000000E+000,-1.6317289E+002,-3.8371327E+002,-2.7298453E+001,-3.0355874E-002, 0.0000000E+000, 0.0000000E+000, 2.6672911E+001, 2.6974171E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.5504120E+001, 6.6441496E+002, 0.0000000E+000,-1.7545770E+002,-4.1250383E+002,-3.0520433E+001,-3.1095993E-002, 0.0000000E+000, 0.0000000E+000, 4.2862374E+001, 4.5901907E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.5805420E+001, 6.4035672E+002, 0.0000000E+000,-1.6881846E+002,-3.8529886E+002,-3.1375399E+001,-3.1031120E-002, 0.0000000E+000, 0.0000000E+000, 5.6572708E+001, 5.4832962E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.6101448E+001, 5.9144910E+002, 0.0000000E+000,-1.5942114E+002,-4.0587215E+002,-3.3045775E+001,-3.0206520E-002, 0.0000000E+000, 0.0000000E+000,-5.8781856E+000,-6.9201656E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.6402779E+001, 6.4882680E+002, 0.0000000E+000,-1.7427395E+002,-4.3935023E+002,-3.4293677E+001,-3.1145889E-002, 0.0000000E+000, 0.0000000E+000, 1.1035373E-001, 8.7780048E-001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.6702324E+001, 6.1658546E+002, 0.0000000E+000,-1.6373383E+002,-4.5540597E+002,-3.4202024E+001,-3.0373677E-002, 0.0000000E+000, 0.0000000E+000,-3.4573230E+001,-3.6786733E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.7000443E+001, 6.1006085E+002, 0.0000000E+000,-1.6754618E+002,-4.3497908E+002,-3.3146309E+001,-3.0024665E-002, 0.0000000E+000, 0.0000000E+000,-2.8125207E+001,-2.5640757E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.7302185E+001, 6.0675090E+002, 0.0000000E+000,-1.5639372E+002,-4.4463434E+002,-3.3231522E+001,-3.0469907E-002, 0.0000000E+000, 0.0000000E+000,-2.7045822E+001,-2.7539154E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.7600739E+001, 6.5206124E+002, 0.0000000E+000,-1.7194090E+002,-4.2462944E+002,-2.9882246E+001,-3.0132359E-002, 0.0000000E+000, 0.0000000E+000, 2.4820384E+001, 2.5578518E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.7903610E+001, 5.9703587E+002, 0.0000000E+000,-1.6091055E+002,-4.3046165E+002,-2.8321263E+001,-2.9628951E-002, 0.0000000E+000, 0.0000000E+000,-2.4396862E+001,-2.2687221E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.8206406E+001, 6.6957580E+002, 0.0000000E+000,-1.7983370E+002,-4.5009485E+002,-3.0626333E+001,-3.1073099E-002, 0.0000000E+000, 0.0000000E+000, 9.7006684E+000, 8.9898518E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.8506508E+001, 6.3531936E+002, 0.0000000E+000,-1.6608542E+002,-4.2396557E+002,-3.2748675E+001,-3.1862907E-002, 0.0000000E+000, 0.0000000E+000, 1.2176235E+001, 1.2487833E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.8801460E+001, 5.9928243E+002, 0.0000000E+000,-1.6429779E+002,-4.4259502E+002,-3.3538014E+001,-3.1169633E-002, 0.0000000E+000, 0.0000000E+000,-3.9667393E+001,-4.1179568E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.9105217E+001, 6.4074410E+002, 0.0000000E+000,-1.8105096E+002,-4.3232952E+002,-3.2235959E+001,-3.0801852E-002, 0.0000000E+000, 0.0000000E+000,-4.5029526E+000,-4.9031390E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.9402191E+001, 5.7146842E+002, 0.0000000E+000,-1.4517347E+002,-4.4666355E+002,-3.4633308E+001,-3.0125693E-002, 0.0000000E+000, 0.0000000E+000,-5.4149344E+001,-5.5032044E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 8.9705070E+001, 6.3172215E+002, 0.0000000E+000,-1.6856470E+002,-4.3959281E+002,-3.2860867E+001,-3.0481566E-002, 0.0000000E+000, 0.0000000E+000,-1.1052709E+001,-9.3267115E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.0006088E+001, 6.2502269E+002, 0.0000000E+000,-1.6435970E+002,-4.0963272E+002,-3.3506220E+001,-2.9586487E-002, 0.0000000E+000, 0.0000000E+000, 1.7123395E+001, 1.7494459E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.0301186E+001, 6.0336987E+002, 0.0000000E+000,-1.5714002E+002,-4.2534617E+002,-3.3563835E+001,-2.9320443E-002, 0.0000000E+000, 0.0000000E+000,-1.2287596E+001,-1.2709484E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.0601723E+001, 6.2683232E+002, 0.0000000E+000,-1.6290524E+002,-3.9791634E+002,-3.3909406E+001,-3.0506520E-002, 0.0000000E+000, 0.0000000E+000, 2.9991151E+001, 3.2070826E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.0904602E+001, 6.3927196E+002, 0.0000000E+000,-1.7104908E+002,-4.1345627E+002,-3.1748988E+001,-3.0316245E-002, 0.0000000E+000, 0.0000000E+000, 2.4228912E+001, 2.2987314E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.1201546E+001, 6.6307189E+002, 0.0000000E+000,-1.8284887E+002,-4.2512039E+002,-3.3071085E+001,-3.0839527E-002, 0.0000000E+000, 0.0000000E+000, 2.3558795E+001, 2.2000697E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.1501656E+001, 6.0578060E+002, 0.0000000E+000,-1.5745915E+002,-4.7608031E+002,-3.4913211E+001,-3.0450822E-002, 0.0000000E+000, 0.0000000E+000,-6.4015326E+001,-6.2702518E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.1800827E+001, 6.2862937E+002, 0.0000000E+000,-1.6707072E+002,-4.5103023E+002,-3.3771004E+001,-3.1032029E-002, 0.0000000E+000, 0.0000000E+000,-2.2335372E+001,-2.3273617E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.2103432E+001, 6.8012358E+002, 0.0000000E+000,-1.7709094E+002,-5.0089271E+002,-3.2209988E+001,-3.1211945E-002, 0.0000000E+000, 0.0000000E+000,-3.0003955E+001,-3.0101272E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.2406944E+001, 5.6014665E+002, 0.0000000E+000,-1.5383059E+002,-3.9734941E+002,-3.0563169E+001,-3.0442754E-002, 0.0000000E+000, 0.0000000E+000,-2.2178804E+001,-2.1626963E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.2703499E+001, 5.7763976E+002, 0.0000000E+000,-1.5595713E+002,-4.1224533E+002,-3.0622498E+001,-2.9517291E-002, 0.0000000E+000, 0.0000000E+000,-2.1140944E+001,-2.1214715E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.3002083E+001, 6.3068867E+002, 0.0000000E+000,-1.6959232E+002,-3.8338528E+002,-3.2475485E+001,-2.9236602E-002, 0.0000000E+000, 0.0000000E+000, 4.4308588E+001, 4.5206352E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.3301949E+001, 6.3432073E+002, 0.0000000E+000,-1.7046152E+002,-4.1616591E+002,-3.3125161E+001,-2.8700443E-002, 0.0000000E+000, 0.0000000E+000, 1.5306404E+001, 1.4539436E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.3600662E+001, 6.1258727E+002, 0.0000000E+000,-1.5894657E+002,-3.9079230E+002,-3.3148070E+001,-3.0700003E-002, 0.0000000E+000, 0.0000000E+000, 2.4824113E+001, 2.9669635E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.3905273E+001, 6.7863040E+002, 0.0000000E+000,-1.7852002E+002,-4.3458622E+002,-3.1737241E+001,-2.9098156E-002, 0.0000000E+000, 0.0000000E+000, 3.6903978E+001, 3.3757823E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.4202141E+001, 6.1552684E+002, 0.0000000E+000,-1.6746462E+002,-4.0307977E+002,-3.2526271E+001,-3.0663996E-002, 0.0000000E+000, 0.0000000E+000, 9.8235231E+000, 1.2425515E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.4501587E+001, 6.5819771E+002, 0.0000000E+000,-1.6427558E+002,-4.2244479E+002,-3.2332646E+001,-2.9746603E-002, 0.0000000E+000, 0.0000000E+000, 3.9410103E+001, 3.9114939E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.4806007E+001, 5.7868098E+002, 0.0000000E+000,-1.5486007E+002,-3.6216283E+002,-2.9310909E+001,-2.7969423E-002, 0.0000000E+000, 0.0000000E+000, 3.2050354E+001, 3.2319206E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.5101677E+001, 5.9126834E+002, 0.0000000E+000,-1.6530716E+002,-4.0880651E+002,-3.2493170E+001,-2.9888215E-002, 0.0000000E+000, 0.0000000E+000,-1.6145909E+001,-1.5368384E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.5402618E+001, 7.2153174E+002, 0.0000000E+000,-1.9077224E+002,-4.1427099E+002,-3.0871694E+001,-2.9587038E-002, 0.0000000E+000, 0.0000000E+000, 8.5017228E+001, 8.5587225E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.5708199E+001, 5.7890563E+002, 0.0000000E+000,-1.5210039E+002,-3.8865076E+002,-3.1631048E+001,-2.9265501E-002, 0.0000000E+000, 0.0000000E+000, 5.5389060E+000, 6.4941727E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.6006454E+001, 6.1890494E+002, 0.0000000E+000,-1.7291091E+002,-4.2370805E+002,-3.1051873E+001,-3.0038409E-002, 0.0000000E+000, 0.0000000E+000,-8.1114358E+000,-8.7959338E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.6303833E+001, 6.5593134E+002, 0.0000000E+000,-1.6903686E+002,-4.4180668E+002,-3.3531034E+001,-2.9468251E-002, 0.0000000E+000, 0.0000000E+000, 1.2316527E+001, 1.1527294E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.6604141E+001, 6.0940749E+002, 0.0000000E+000,-1.6782140E+002,-4.5137499E+002,-3.3241959E+001,-3.0846082E-002, 0.0000000E+000, 0.0000000E+000,-4.3245531E+001,-4.3061704E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.6901001E+001, 6.2097106E+002, 0.0000000E+000,-1.6585190E+002,-4.6250151E+002,-3.4706954E+001,-3.0602450E-002, 0.0000000E+000, 0.0000000E+000,-4.1814930E+001,-4.2119909E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.7206940E+001, 6.1405869E+002, 0.0000000E+000,-1.6520835E+002,-4.6132381E+002,-3.4080838E+001,-3.1022390E-002, 0.0000000E+000, 0.0000000E+000,-4.6707439E+001,-4.6585327E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.7506813E+001, 6.5250272E+002, 0.0000000E+000,-1.7360255E+002,-4.3571622E+002,-3.3430357E+001,-3.0636816E-002, 0.0000000E+000, 0.0000000E+000, 8.4683002E+000, 9.7229581E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.7800987E+001, 6.1527312E+002, 0.0000000E+000,-1.6102588E+002,-4.5912293E+002,-3.3810906E+001,-2.9958981E-002, 0.0000000E+000, 0.0000000E+000,-3.7745368E+001,-3.8716565E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.8101463E+001, 5.9467140E+002, 0.0000000E+000,-1.5879238E+002,-4.7555699E+002,-3.4747734E+001,-2.9693460E-002, 0.0000000E+000, 0.0000000E+000,-7.4918518E+001,-7.4455404E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 9.8406082E+001, 6.4564445E+002, 0.0000000E+000,-1.7312056E+002,-3.8207321E+002,-3.1696803E+001,-3.0118587E-002, 0.0000000E+000, 0.0000000E+000, 5.7496060E+001, 5.8723759E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
