s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
Time,HRR,HRR_OX,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_ENTH,Q_TOTAL,MLR_AIR,MLR_PROPANE,MLR_PRODUCTS
 3.9901543E+001, 3.8382245E+002, 0.0000000E+000,-9.9084314E+001,-2.4250760E+002,-2.0430411E+001,-2.2297050E-002, 0.0000000E+000, 0.0000000E+000, 2.2243537E+001, 2.1777825E+001, 0.0000000E+000, 9.6176728E-003, 0.0000000E+000
 4.0207123E+001, 3.9730351E+002, 0.0000000E+000,-1.1167424E+002,-2.5280376E+002,-2.1084521E+001,-2.1561738E-002, 0.0000000E+000, 0.0000000E+000, 1.2096910E+001, 1.1719428E+001, 0.0000000E+000, 9.6905748E-003, 0.0000000E+000
 4.0504017E+001, 4.1857205E+002, 0.0000000E+000,-1.1029663E+002,-2.8779747E+002,-2.1857157E+001,-2.2088088E-002, 0.0000000E+000, 0.0000000E+000,-3.0487906E+000,-1.4012916E+000, 0.0000000E+000, 9.7637636E-003, 0.0000000E+000
 4.0806103E+001, 4.5333160E+002, 0.0000000E+000,-1.2104589E+002,-2.8511893E+002,-2.1982035E+001,-2.2749067E-002, 0.0000000E+000, 0.0000000E+000, 2.5302888E+001, 2.5162000E+001, 0.0000000E+000, 9.8361674E-003, 0.0000000E+000
 4.1102600E+001, 3.9859735E+002, 0.0000000E+000,-1.0159298E+002,-2.6721581E+002,-2.4023626E+001,-2.2823367E-002, 0.0000000E+000, 0.0000000E+000, 6.8897677E+000, 5.7421053E+000, 0.0000000E+000, 9.9089660E-003, 0.0000000E+000
 4.1405960E+001, 4.2375987E+002, 0.0000000E+000,-1.1317518E+002,-2.7520230E+002,-2.3494512E+001,-2.2481049E-002, 0.0000000E+000, 0.0000000E+000, 9.7903346E+000, 1.1865393E+001, 0.0000000E+000, 9.9814588E-003, 0.0000000E+000
 4.1705841E+001, 4.3360046E+002, 0.0000000E+000,-1.1095549E+002,-2.7810012E+002,-2.3440662E+001,-2.3193945E-002, 0.0000000E+000, 0.0000000E+000, 2.1221106E+001, 2.1080995E+001, 0.0000000E+000, 1.0054162E-002, 0.0000000E+000
 4.2002171E+001, 4.6166666E+002, 0.0000000E+000,-1.2385404E+002,-2.7031605E+002,-2.3516958E+001,-2.3386181E-002, 0.0000000E+000, 0.0000000E+000, 4.5485554E+001, 4.3956224E+001, 0.0000000E+000, 1.0126488E-002, 0.0000000E+000
 4.2307575E+001, 4.0781320E+002, 0.0000000E+000,-1.0664526E+002,-2.8670891E+002,-2.4766502E+001,-2.3330880E-002, 0.0000000E+000, 0.0000000E+000,-1.0746983E+001,-1.0330803E+001, 0.0000000E+000, 1.0199077E-002, 0.0000000E+000
 4.2607117E+001, 4.6395203E+002, 0.0000000E+000,-1.1729627E+002,-3.1076745E+002,-2.5217699E+001,-2.4238142E-002, 0.0000000E+000, 0.0000000E+000, 9.2966788E+000, 1.0646366E+001, 0.0000000E+000, 1.0272836E-002, 0.0000000E+000
 4.2904053E+001, 4.4759100E+002, 0.0000000E+000,-1.0945784E+002,-2.9848949E+002,-2.2889865E+001,-2.3946085E-002, 0.0000000E+000, 0.0000000E+000, 1.7929219E+001, 1.6729861E+001, 0.0000000E+000, 1.0344225E-002, 0.0000000E+000
 4.3204525E+001, 4.4958465E+002, 0.0000000E+000,-1.2863373E+002,-3.1483075E+002,-2.2681339E+001,-2.4693260E-002, 0.0000000E+000, 0.0000000E+000,-1.7146781E+001,-1.6585865E+001, 0.0000000E+000, 1.0417195E-002, 0.0000000E+000
 4.3507488E+001, 4.1313140E+002, 0.0000000E+000,-1.0712786E+002,-3.0378414E+002,-2.1119454E+001,-2.4077554E-002, 0.0000000E+000, 0.0000000E+000,-1.8315291E+001,-1.8924123E+001, 0.0000000E+000, 1.0489933E-002, 0.0000000E+000
 4.3807507E+001, 4.7082086E+002, 0.0000000E+000,-1.3335126E+002,-2.9795981E+002,-2.2181195E+001,-2.4583239E-002, 0.0000000E+000, 0.0000000E+000, 1.6943801E+001, 1.7304014E+001, 0.0000000E+000, 1.0562577E-002, 0.0000000E+000
 4.4104195E+001, 4.4723371E+002, 0.0000000E+000,-1.1463643E+002,-3.2026661E+002,-2.2908253E+001,-2.4635159E-002, 0.0000000E+000, 0.0000000E+000,-1.1428740E+001,-1.0602215E+001, 0.0000000E+000, 1.0634770E-002, 0.0000000E+000
 4.4405128E+001, 4.5249064E+002, 0.0000000E+000,-1.1691127E+002,-3.1790944E+002,-2.4347483E+001,-2.4325298E-002, 0.0000000E+000, 0.0000000E+000,-6.9829368E+000,-6.7018762E+000, 0.0000000E+000, 1.0706882E-002, 0.0000000E+000
 4.4701374E+001, 4.5712254E+002, 0.0000000E+000,-1.2107340E+002,-3.1631082E+002,-2.4746301E+001,-2.3817990E-002, 0.0000000E+000, 0.0000000E+000,-3.2322413E+000,-5.0317990E+000, 0.0000000E+000, 1.0779239E-002, 0.0000000E+000
 4.5003014E+001, 4.8026207E+002, 0.0000000E+000,-1.2461626E+002,-3.2431735E+002,-2.4962849E+001,-2.4994892E-002, 0.0000000E+000, 0.0000000E+000, 3.9454719E+000, 6.3406203E+000, 0.0000000E+000, 1.0851687E-002, 0.0000000E+000
 4.5305885E+001, 4.9146869E+002, 0.0000000E+000,-1.2706972E+002,-3.1808449E+002,-2.4616276E+001,-2.4863013E-002, 0.0000000E+000, 0.0000000E+000, 2.2857148E+001, 2.1673346E+001, 0.0000000E+000, 1.0925211E-002, 0.0000000E+000
 4.5603577E+001, 4.7962564E+002, 0.0000000E+000,-1.2829617E+002,-2.9097883E+002,-2.5208409E+001,-2.5195666E-002, 0.0000000E+000, 0.0000000E+000, 3.5883626E+001, 3.5117035E+001, 0.0000000E+000, 1.0997804E-002, 0.0000000E+000
 4.5903500E+001, 4.3737626E+002, 0.0000000E+000,-1.1819335E+002,-2.9369043E+002,-2.4872223E+001,-2.5803355E-002, 0.0000000E+000, 0.0000000E+000, 3.8249822E-001, 5.9444783E-001, 0.0000000E+000, 1.1069783E-002, 0.0000000E+000
 4.6207344E+001, 4.5849995E+002, 0.0000000E+000,-1.2249433E+002,-2.7502187E+002,-2.4368653E+001,-2.5225006E-002, 0.0000000E+000, 0.0000000E+000, 3.4900068E+001, 3.6589874E+001, 0.0000000E+000, 1.1142419E-002, 0.0000000E+000
 4.6502483E+001, 4.8949446E+002, 0.0000000E+000,-1.3008730E+002,-2.9129093E+002,-2.6027871E+001,-2.5148042E-002, 0.0000000E+000, 0.0000000E+000, 4.2857099E+001, 4.2063212E+001, 0.0000000E+000, 1.1215171E-002, 0.0000000E+000
 4.6802982E+001, 5.2801774E+002, 0.0000000E+000,-1.4143835E+002,-3.0221945E+002,-2.6451940E+001,-2.6200088E-002, 0.0000000E+000, 0.0000000E+000, 5.6222525E+001, 5.7881798E+001, 0.0000000E+000, 1.1287114E-002, 0.0000000E+000
 4.7106266E+001, 4.8209998E+002, 0.0000000E+000,-1.2380278E+002,-3.1565166E+002,-2.6340813E+001,-2.5405461E-002, 0.0000000E+000, 0.0000000E+000, 1.7955532E+001, 1.6279323E+001, 0.0000000E+000, 1.1359564E-002, 0.0000000E+000
 4.7406994E+001, 4.7130902E+002, 0.0000000E+000,-1.2408694E+002,-3.2562597E+002,-2.6381642E+001,-2.5394685E-002, 0.0000000E+000, 0.0000000E+000,-4.2277286E+000,-4.8109367E+000, 0.0000000E+000, 1.1433302E-002, 0.0000000E+000
 4.7702393E+001, 5.0201392E+002, 0.0000000E+000,-1.3292503E+002,-3.7540862E+002,-2.5457607E+001,-2.6494654E-002, 0.0000000E+000, 0.0000000E+000,-3.4345907E+001,-3.1803832E+001, 0.0000000E+000, 1.1505637E-002, 0.0000000E+000
 4.8003727E+001, 5.2545189E+002, 0.0000000E+000,-1.3677664E+002,-3.1626939E+002,-2.3831766E+001,-2.6854206E-002, 0.0000000E+000, 0.0000000E+000, 4.8490950E+001, 4.8547243E+001, 0.0000000E+000, 1.1577719E-002, 0.0000000E+000
 4.8303757E+001, 4.8713237E+002, 0.0000000E+000,-1.3318076E+002,-3.1094634E+002,-2.4031586E+001,-2.6860384E-002, 0.0000000E+000, 0.0000000E+000, 1.9316953E+001, 1.8946819E+001, 0.0000000E+000, 1.1650734E-002, 0.0000000E+000
 4.8601223E+001, 4.6571884E+002, 0.0000000E+000,-1.1879058E+002,-3.3400127E+002,-2.6016397E+001,-2.5314748E-002, 0.0000000E+000, 0.0000000E+000,-1.2764611E+001,-1.3114711E+001, 0.0000000E+000, 1.1722381E-002, 0.0000000E+000
 4.8903610E+001, 5.1388425E+002, 0.0000000E+000,-1.4106955E+002,-3.3180509E+002,-2.6978743E+001,-2.6668283E-002, 0.0000000E+000, 0.0000000E+000, 1.3101059E+001, 1.4004197E+001, 0.0000000E+000, 1.1795432E-002, 0.0000000E+000
 4.9201595E+001, 5.1196514E+002, 0.0000000E+000,-1.3009202E+002,-3.5311616E+002,-2.6948815E+001,-2.6354484E-002, 0.0000000E+000, 0.0000000E+000, 1.8770751E+000, 1.7817953E+000, 0.0000000E+000, 1.1867615E-002, 0.0000000E+000
 4.9505848E+001, 5.0400187E+002, 0.0000000E+000,-1.3453961E+002,-3.5609828E+002,-2.5545088E+001,-2.7257663E-002, 0.0000000E+000, 0.0000000E+000,-1.3346771E+001,-1.2208366E+001, 0.0000000E+000, 1.1940531E-002, 0.0000000E+000
 4.9800098E+001, 5.5218789E+002, 0.0000000E+000,-1.4496397E+002,-3.4077549E+002,-2.5592203E+001,-2.7961281E-002, 0.0000000E+000, 0.0000000E+000, 4.0440343E+001, 4.0828265E+001, 0.0000000E+000, 1.2013145E-002, 0.0000000E+000
 5.0101021E+001, 5.2111522E+002, 0.0000000E+000,-1.3606975E+002,-3.4209383E+002,-2.6113697E+001,-2.7744034E-002, 0.0000000E+000, 0.0000000E+000, 1.7139236E+001, 1.6810204E+001, 0.0000000E+000, 1.2084945E-002, 0.0000000E+000
 5.0405499E+001, 4.8484844E+002, 0.0000000E+000,-1.2956996E+002,-3.0285525E+002,-2.4834958E+001,-2.6585407E-002, 0.0000000E+000, 0.0000000E+000, 2.7406576E+001, 2.7561685E+001, 0.0000000E+000, 1.2158457E-002, 0.0000000E+000
 5.0702168E+001, 5.0325694E+002, 0.0000000E+000,-1.3098578E+002,-3.2783525E+002,-2.7009024E+001,-2.6261185E-002, 0.0000000E+000, 0.0000000E+000, 1.8228545E+001, 1.7400630E+001, 0.0000000E+000, 1.2230779E-002, 0.0000000E+000
 5.1000542E+001, 5.6345402E+002, 0.0000000E+000,-1.4659832E+002,-3.1603802E+002,-2.6823932E+001,-2.7110305E-002, 0.0000000E+000, 0.0000000E+000, 7.0254428E+001, 7.3966648E+001, 0.0000000E+000, 1.2303100E-002, 0.0000000E+000
 5.1302334E+001, 4.8835644E+002, 0.0000000E+000,-1.2689504E+002,-3.2396332E+002,-2.6529445E+001,-2.7513727E-002, 0.0000000E+000, 0.0000000E+000, 1.3084311E+001, 1.0941116E+001, 0.0000000E+000, 1.2375711E-002, 0.0000000E+000
 5.1602802E+001, 5.5432086E+002, 0.0000000E+000,-1.5057062E+002,-3.4962990E+002,-2.6446785E+001,-2.7427057E-002, 0.0000000E+000, 0.0000000E+000, 2.8368033E+001, 2.7646125E+001, 0.0000000E+000, 1.2448431E-002, 0.0000000E+000
 5.1905548E+001, 5.4933153E+002, 0.0000000E+000,-1.4397495E+002,-4.2116674E+002,-2.9122210E+001,-2.8372032E-002, 0.0000000E+000, 0.0000000E+000,-4.6314281E+001,-4.4960751E+001, 0.0000000E+000, 1.2521436E-002, 0.0000000E+000
 5.2205048E+001, 5.4510692E+002, 0.0000000E+000,-1.4509689E+002,-3.4528727E+002,-2.6246609E+001,-2.7530322E-002, 0.0000000E+000, 0.0000000E+000, 2.7437861E+001, 2.8448616E+001, 0.0000000E+000, 1.2594957E-002, 0.0000000E+000
 5.2505978E+001, 5.0424626E+002, 0.0000000E+000,-1.3336115E+002,-3.2007324E+002,-2.5951711E+001,-2.7858616E-002, 0.0000000E+000, 0.0000000E+000, 2.4828926E+001, 2.4832297E+001, 0.0000000E+000, 1.2666305E-002, 0.0000000E+000
 5.2800846E+001, 5.8570952E+002, 0.0000000E+000,-1.4731546E+002,-3.9167861E+002,-2.7860335E+001,-2.8079717E-002, 0.0000000E+000, 0.0000000E+000, 1.7942666E+001, 1.8827031E+001, 0.0000000E+000, 1.2738753E-002, 0.0000000E+000
 5.3100552E+001, 5.4556283E+002, 0.0000000E+000,-1.4572084E+002,-3.6330747E+002,-2.6471865E+001,-2.7953373E-002, 0.0000000E+000, 0.0000000E+000, 1.1307730E+001, 1.0034701E+001, 0.0000000E+000, 1.2810595E-002, 0.0000000E+000
 5.3401058E+001, 5.4747780E+002, 0.0000000E+000,-1.4636778E+002,-3.7648477E+002,-2.7403101E+001,-2.8324158E-002, 0.0000000E+000, 0.0000000E+000,-3.4941176E+000,-2.8061775E+000, 0.0000000E+000, 1.2883421E-002, 0.0000000E+000
 5.3700401E+001, 5.5371075E+002, 0.0000000E+000,-1.4611433E+002,-4.1937889E+002,-2.7715718E+001,-2.8465478E-002, 0.0000000E+000, 0.0000000E+000,-3.8344596E+001,-3.9526650E+001, 0.0000000E+000, 1.2955946E-002, 0.0000000E+000
 5.4005001E+001, 4.9451867E+002, 0.0000000E+000,-1.3269621E+002,-3.6824649E+002,-2.8831418E+001,-2.7297618E-002, 0.0000000E+000, 0.0000000E+000,-3.6656848E+001,-3.5282752E+001, 0.0000000E+000, 1.3029063E-002, 0.0000000E+000
 5.4303631E+001, 5.8225617E+002, 0.0000000E+000,-1.5522707E+002,-3.8414598E+002,-3.0030386E+001,-2.8159214E-002, 0.0000000E+000, 0.0000000E+000, 1.3005535E+001, 1.2824566E+001, 0.0000000E+000, 1.3102154E-002, 0.0000000E+000
 5.4606659E+001, 6.0528921E+002, 0.0000000E+000,-1.5391607E+002,-3.7704711E+002,-3.0538889E+001,-2.8067997E-002, 0.0000000E+000, 0.0000000E+000, 4.2243561E+001, 4.3759075E+001, 0.0000000E+000, 1.3174969E-002, 0.0000000E+000
 5.4907425E+001, 5.4848504E+002, 0.0000000E+000,-1.4244667E+002,-3.4290877E+002,-2.9193312E+001,-2.8839263E-002, 0.0000000E+000, 0.0000000E+000, 3.4344497E+001, 3.3907456E+001, 0.0000000E+000, 1.3247533E-002, 0.0000000E+000
 5.5206970E+001, 5.8286768E+002, 0.0000000E+000,-1.5790078E+002,-3.7473732E+002,-3.0092205E+001,-2.8953119E-002, 0.0000000E+000, 0.0000000E+000, 2.0666567E+001, 2.0108424E+001, 0.0000000E+000, 1.3320317E-002, 0.0000000E+000
 5.5505100E+001, 5.6634907E+002, 0.0000000E+000,-1.4626702E+002,-4.2957943E+002,-3.0167901E+001,-2.9252181E-002, 0.0000000E+000, 0.0000000E+000,-4.0029836E+001,-3.9694533E+001, 0.0000000E+000, 1.3392815E-002, 0.0000000E+000
 5.5800232E+001, 5.6952340E+002, 0.0000000E+000,-1.5268638E+002,-3.6895193E+002,-2.7180392E+001,-2.8122256E-002, 0.0000000E+000, 0.0000000E+000, 2.0299838E+001, 2.0676582E+001, 0.0000000E+000, 1.3464772E-002, 0.0000000E+000
 5.6103683E+001, 5.6421022E+002, 0.0000000E+000,-1.4791645E+002,-3.6219398E+002,-2.8115372E+001,-2.8962495E-002, 0.0000000E+000, 0.0000000E+000, 2.4023154E+001, 2.5955446E+001, 0.0000000E+000, 1.3536717E-002, 0.0000000E+000
 5.6406414E+001, 6.3461278E+002, 0.0000000E+000,-1.6271914E+002,-3.7707006E+002,-3.0006188E+001,-2.9346826E-002, 0.0000000E+000, 0.0000000E+000, 6.6040006E+001, 6.4788048E+001, 0.0000000E+000, 1.3610089E-002, 0.0000000E+000
 5.6706223E+001, 5.4099593E+002, 0.0000000E+000,-1.4936602E+002,-3.8818343E+002,-2.9084779E+001,-2.9905962E-002, 0.0000000E+000, 0.0000000E+000,-2.5894519E+001,-2.5668200E+001, 0.0000000E+000, 1.3683000E-002, 0.0000000E+000
 5.7006001E+001, 6.0251629E+002, 0.0000000E+000,-1.5635389E+002,-4.5660388E+002,-2.9487714E+001,-2.8494944E-002, 0.0000000E+000, 0.0000000E+000,-4.1503059E+001,-3.9957683E+001, 0.0000000E+000, 1.3755279E-002, 0.0000000E+000
 5.7306156E+001, 6.1639798E+002, 0.0000000E+000,-1.5939659E+002,-3.7318580E+002,-2.8577984E+001,-2.9416545E-002, 0.0000000E+000, 0.0000000E+000, 5.3120417E+001, 5.5208181E+001, 0.0000000E+000, 1.3827907E-002, 0.0000000E+000
 5.7603485E+001, 5.9844988E+002, 0.0000000E+000,-1.6099639E+002,-3.5739895E+002,-2.8756397E+001,-3.0220494E-002, 0.0000000E+000, 0.0000000E+000, 5.3203102E+001, 5.1267929E+001, 0.0000000E+000, 1.3900206E-002, 0.0000000E+000
 5.7900829E+001, 5.9148106E+002, 0.0000000E+000,-1.5472438E+002,-4.1193151E+002,-2.9139602E+001,-2.9182288E-002, 0.0000000E+000, 0.0000000E+000,-2.5041731E+000,-4.3436133E+000, 0.0000000E+000, 1.3972453E-002, 0.0000000E+000
 5.8203213E+001, 5.6380329E+002, 0.0000000E+000,-1.4946544E+002,-4.2629415E+002,-2.9306345E+001,-2.8970469E-002, 0.0000000E+000, 0.0000000E+000,-4.3162053E+001,-4.1291610E+001, 0.0000000E+000, 1.4044860E-002, 0.0000000E+000
 5.8502056E+001, 5.8563174E+002, 0.0000000E+000,-1.5362864E+002,-3.7417945E+002,-2.8494986E+001,-2.8493545E-002, 0.0000000E+000, 0.0000000E+000, 3.0499311E+001, 2.9300176E+001, 0.0000000E+000, 1.4117926E-002, 0.0000000E+000
 5.8801834E+001, 6.2908911E+002, 0.0000000E+000,-1.6726692E+002,-3.8608509E+002,-3.0105286E+001,-3.0207524E-002, 0.0000000E+000, 0.0000000E+000, 4.1027877E+001, 4.5601602E+001, 0.0000000E+000, 1.4189979E-002, 0.0000000E+000
 5.9104183E+001, 6.4366989E+002, 0.0000000E+000,-1.6860520E+002,-3.8426062E+002,-2.6909367E+001,-3.0028585E-002, 0.0000000E+000, 0.0000000E+000, 6.6648645E+001, 6.3864680E+001, 0.0000000E+000, 1.4262763E-002, 0.0000000E+000
 5.9401844E+001, 5.8371833E+002, 0.0000000E+000,-1.6248225E+002,-4.0316525E+002,-2.7958764E+001,-3.0183437E-002, 0.0000000E+000, 0.0000000E+000,-1.0597239E+001,-9.9181156E+000, 0.0000000E+000, 1.4335060E-002, 0.0000000E+000
 5.9702255E+001, 6.2015028E+002, 0.0000000E+000,-1.5369877E+002,-4.1783621E+002,-2.8930505E+001,-2.8574243E-002, 0.0000000E+000, 0.0000000E+000, 1.8209414E+001, 1.9656219E+001, 0.0000000E+000, 1.4407826E-002, 0.0000000E+000
 6.0002087E+001, 5.9727346E+002, 0.0000000E+000,-1.6027390E+002,-3.7567584E+002,-2.9143390E+001,-3.0870788E-002, 0.0000000E+000, 0.0000000E+000, 3.1564180E+001, 3.2149458E+001, 0.0000000E+000, 1.4480150E-002, 0.0000000E+000
 6.0301132E+001, 6.8856562E+002, 0.0000000E+000,-1.8878110E+002,-4.1805256E+002,-3.0912215E+001,-3.0438127E-002, 0.0000000E+000, 0.0000000E+000, 5.1769895E+001, 5.0789306E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.0606400E+001, 6.0746788E+002, 0.0000000E+000,-1.6018959E+002,-4.3519450E+002,-3.5169527E+001,-3.0854510E-002, 0.0000000E+000, 0.0000000E+000,-2.3019099E+001,-2.3116592E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.0904476E+001, 6.5363242E+002, 0.0000000E+000,-1.8410943E+002,-4.6611004E+002,-3.1909490E+001,-3.1194653E-002, 0.0000000E+000, 0.0000000E+000,-2.8640564E+001,-2.8527728E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.1207623E+001, 5.8901482E+002, 0.0000000E+000,-1.5365464E+002,-4.1020358E+002,-3.1501381E+001,-3.0528163E-002, 0.0000000E+000, 0.0000000E+000,-7.2003081E+000,-6.3753059E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.1501591E+001, 6.5806289E+002, 0.0000000E+000,-1.7342993E+002,-4.4265325E+002,-3.2433457E+001,-3.1549327E-002, 0.0000000E+000, 0.0000000E+000, 7.9694555E+000, 9.5147099E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.1807018E+001, 6.5065762E+002, 0.0000000E+000,-1.6630998E+002,-3.7369092E+002,-3.1337661E+001,-3.1345350E-002, 0.0000000E+000, 0.0000000E+000, 7.9780026E+001, 7.9287715E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.2104935E+001, 5.7837443E+002, 0.0000000E+000,-1.5300876E+002,-3.8496468E+002,-3.1633420E+001,-3.1532267E-002, 0.0000000E+000, 0.0000000E+000, 8.5968119E+000, 8.7360372E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.2401493E+001, 5.9248983E+002, 0.0000000E+000,-1.6245519E+002,-4.3087687E+002,-3.0817542E+001,-3.0912996E-002, 0.0000000E+000, 0.0000000E+000,-3.0561125E+001,-3.1690681E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.2703960E+001, 6.4596827E+002, 0.0000000E+000,-1.7358484E+002,-4.6567649E+002,-3.2020653E+001,-3.1449324E-002, 0.0000000E+000, 0.0000000E+000,-2.6048266E+001,-2.5345164E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.3002869E+001, 6.3369268E+002, 0.0000000E+000,-1.6492510E+002,-4.4903442E+002,-3.1871090E+001,-2.9358580E-002, 0.0000000E+000, 0.0000000E+000,-1.2907843E+001,-1.2167295E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.3304935E+001, 5.8749911E+002, 0.0000000E+000,-1.6111058E+002,-4.0450049E+002,-3.1519825E+001,-3.0168797E-002, 0.0000000E+000, 0.0000000E+000,-1.1236688E+001,-9.6619580E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.3601437E+001, 6.2843485E+002, 0.0000000E+000,-1.6738544E+002,-4.3329428E+002,-3.1039897E+001,-3.0373806E-002, 0.0000000E+000, 0.0000000E+000,-2.1825069E+000,-3.3151356E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.3904930E+001, 6.7316266E+002, 0.0000000E+000,-1.6719181E+002,-4.7430460E+002,-3.1814677E+001,-3.0562985E-002, 0.0000000E+000, 0.0000000E+000,-2.5317679E+000,-1.7898700E-001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.4204811E+001, 5.9855463E+002, 0.0000000E+000,-1.6306090E+002,-4.0364492E+002,-2.7819144E+001,-3.0411664E-002, 0.0000000E+000, 0.0000000E+000, 3.4580328E+000, 3.9992485E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.4500641E+001, 5.9715718E+002, 0.0000000E+000,-1.6080061E+002,-3.7633497E+002,-3.0224975E+001,-3.0318221E-002, 0.0000000E+000, 0.0000000E+000, 3.0848396E+001, 2.9766303E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.4804237E+001, 6.4597449E+002, 0.0000000E+000,-1.7207677E+002,-4.2592412E+002,-3.1895406E+001,-3.1021463E-002, 0.0000000E+000, 0.0000000E+000, 1.5398292E+001, 1.6047179E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.5103172E+001, 6.6642553E+002, 0.0000000E+000,-1.7979589E+002,-4.6012623E+002,-3.2071414E+001,-3.0604806E-002, 0.0000000E+000, 0.0000000E+000,-4.6114744E+000,-5.5986165E+000, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.5404396E+001, 5.5068852E+002, 0.0000000E+000,-1.4510496E+002,-4.6657255E+002,-3.1293263E+001,-3.1201741E-002, 0.0000000E+000, 0.0000000E+000,-9.3536604E+001,-9.2313455E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.5703384E+001, 6.7605365E+002, 0.0000000E+000,-1.8205807E+002,-4.7634450E+002,-3.0643508E+001,-3.0359895E-002, 0.0000000E+000, 0.0000000E+000,-1.3542751E+001,-1.3022782E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.6005501E+001, 5.7002686E+002, 0.0000000E+000,-1.4825769E+002,-4.5200382E+002,-3.3136001E+001,-3.0310283E-002, 0.0000000E+000, 0.0000000E+000,-6.2412328E+001,-6.3400971E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.6300125E+001, 6.5922589E+002, 0.0000000E+000,-1.8548545E+002,-4.0266272E+002,-3.1032119E+001,-3.0306478E-002, 0.0000000E+000, 0.0000000E+000, 3.8116202E+001, 4.0015299E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.6605675E+001, 6.1958669E+002, 0.0000000E+000,-1.5874652E+002,-4.1701874E+002,-3.2321735E+001,-3.0536424E-002, 0.0000000E+000, 0.0000000E+000, 1.2417369E+001, 1.1469149E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.6905296E+001, 6.5611297E+002, 0.0000000E+000,-1.7492712E+002,-4.2052793E+002,-3.1157781E+001,-3.1051802E-002, 0.0000000E+000, 0.0000000E+000, 2.8960637E+001, 2.9469083E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.7203056E+001, 5.7372764E+002, 0.0000000E+000,-1.5451754E+002,-4.1731708E+002,-3.1149147E+001,-3.1519487E-002, 0.0000000E+000, 0.0000000E+000,-2.9401341E+001,-2.9287650E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.7503792E+001, 6.5614802E+002, 0.0000000E+000,-1.7306523E+002,-4.3443202E+002,-3.2698343E+001,-3.0178870E-002, 0.0000000E+000, 0.0000000E+000, 1.4968377E+001, 1.5922241E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.7800331E+001, 6.1148607E+002, 0.0000000E+000,-1.6257648E+002,-4.1650878E+002,-3.2608642E+001,-3.0109540E-002, 0.0000000E+000, 0.0000000E+000,-5.5198576E-001,-2.3793333E-001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.8102913E+001, 6.6481579E+002, 0.0000000E+000,-1.8443305E+002,-4.0297161E+002,-3.0801683E+001,-3.0579364E-002, 0.0000000E+000, 0.0000000E+000, 4.7513443E+001, 4.6578872E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.8402115E+001, 5.9065747E+002, 0.0000000E+000,-1.5228664E+002,-4.1819146E+002,-3.5723527E+001,-2.9907447E-002, 0.0000000E+000, 0.0000000E+000,-1.6831874E+001,-1.5574068E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.8706642E+001, 6.0946730E+002, 0.0000000E+000,-1.5894381E+002,-4.3512685E+002,-3.3153280E+001,-3.0387606E-002, 0.0000000E+000, 0.0000000E+000,-1.8807177E+001,-1.7787027E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
 6.9004509E+001, 6.2483479E+002, 0.0000000E+000,-1.6949666E+002,-3.8060311E+002,-3.1267711E+001,-3.0652765E-002, 0.0000000E+000, 0.0000000E+000, 4.1773286E+001, 4.3436664E+001, 0.0000000E+000, 1.4515205E-002, 0.0000000E+000
